game_id,team_id_home,team_city_home,pts_paint_home,times_tied,total_turnovers_home,team_id_away,team_city_away,pts_paint_away,total_turnovers_away
41500216,1610612748,Miami,44,4,7,1610612761,Toronto,46,10
41500217,1610612748,Miami,40,3,14,1610612761,Toronto,42,11
41500301,1610612739,Cleveland,56,2,17,1610612761,Toronto,36,14
41500312,1610612760,Oklahoma City,42,2,16,1610612744,Golden State,48,12
41500302,1610612739,Cleveland,50,4,11,1610612761,Toronto,28,12
41500303,1610612761,Toronto,36,1,10,1610612739,Cleveland,20,9
41500304,1610612739,Cleveland,36,4,11,1610612761,Toronto,44,9
41500314,1610612744,Golden State,38,4,21,1610612760,Oklahoma City,48,18
41500305,1610612739,Cleveland,46,0,17,1610612761,Toronto,32,19
41500315,1610612744,Golden State,48,4,16,1610612760,Oklahoma City,30,17
41500306,1610612739,Cleveland,36,3,11,1610612761,Toronto,34,13
41500317,1610612744,Golden State,32,2,11,1610612760,Oklahoma City,30,7
41500401,1610612744,Golden State,54,3,9,1610612739,Cleveland,42,17
41500402,1610612744,Golden State,50,2,21,1610612739,Cleveland,40,18
41500403,1610612744,Golden State,32,0,18,1610612739,Cleveland,54,14
41500405,1610612744,Golden State,30,9,17,1610612739,Cleveland,48,16
41500406,1610612739,Cleveland,42,0,12,1610612744,Golden State,30,14
41500407,1610612744,Golden State,28,11,10,1610612739,Cleveland,48,11
31500001,1610616833,East NBA All Stars,96,2,24,1610616834,West NBA All Stars,88,14
21600002,1610612762,Utah,50,7,14,1610612757,Portland,34,13
21600001,1610612752,New York,28,4,18,1610612739,Cleveland,52,15
21600003,1610612744,Golden State,48,3,16,1610612759,San Antonio,50,14
21600010,1610612743,Denver,50,6,25,1610612740,New Orleans,50,11
21600005,1610612742,Dallas,42,8,15,1610612754,Indiana,54,16
21600007,1610612765,Detroit,40,2,14,1610612761,Toronto,54,12
21600012,1610612758,Sacramento,46,4,14,1610612756,Phoenix,48,18
21600004,1610612753,Orlando,36,13,11,1610612748,Miami,74,12
21600008,1610612749,Milwaukee,56,2,8,1610612766,Charlotte,56,10
21600013,1610612745,Houston,64,13,15,1610612747,Los Angeles,54,16
21600009,1610612750,Minnesota,44,5,11,1610612763,Memphis,34,13
21600006,1610612738,Boston,50,1,19,1610612751,Brooklyn,50,16
21600015,1610612741,Chicago,38,0,12,1610612738,Boston,42,12
